time,open,high,low,close,volume,symbol,name
2023-12-06,231.28,233.64,231.05,233.63,101785936,HNXINDEX,HNX-Index
2023-12-07,232.29,234.71,228.72,231.84,185717146,HNXINDEX,HNX-Index
2023-12-08,232.65,233.09,230.12,231.2,90568306,HNXINDEX,HNX-Index
2023-12-11,231.02,232.64,229.81,231.37,76707019,HNXINDEX,HNX-Index
2023-12-12,230.09,232.91,226.38,231.71,74617195,HNXINDEX,HNX-Index
2023-12-13,231.67,232.57,228.0,228.42,97576160,HNXINDEX,HNX-Index
2023-12-14,228.52,230.05,226.48,227.23,81366002,HNXINDEX,HNX-Index
2023-12-15,227.23,228.49,226.16,227.02,76846653,HNXINDEX,HNX-Index
2023-12-18,227.04,227.56,225.11,225.73,62543732,HNXINDEX,HNX-Index
2023-12-19,224.87,227.27,223.39,227.27,78808318,HNXINDEX,HNX-Index
2023-12-20,227.04,228.21,226.92,228.16,46044889,HNXINDEX,HNX-Index
2023-12-21,228.16,228.49,227.12,228.48,46252691,HNXINDEX,HNX-Index
2023-12-22,228.48,229.89,227.34,228.27,80365699,HNXINDEX,HNX-Index
2023-12-25,227.57,229.95,225.9,229.45,54278851,HNXINDEX,HNX-Index
2023-12-26,228.11,231.29,224.62,231.26,54874010,HNXINDEX,HNX-Index
2023-12-27,231.26,231.98,230.07,230.6,62930971,HNXINDEX,HNX-Index
2023-12-28,230.45,231.54,229.95,231.35,56216257,HNXINDEX,HNX-Index
2023-12-29,229.25,232.29,229.24,231.04,69089845,HNXINDEX,HNX-Index
2024-01-02,230.69,232.4,229.7,229.99,59650589,HNXINDEX,HNX-Index
2024-01-03,230.12,231.64,228.81,231.64,58217233,HNXINDEX,HNX-Index
2024-01-04,231.63,233.66,231.63,232.56,112056059,HNXINDEX,HNX-Index
2024-01-05,232.56,233.35,231.69,232.76,59819200,HNXINDEX,HNX-Index
2024-01-08,232.76,234.88,232.38,233.33,83126965,HNXINDEX,HNX-Index
2024-01-09,233.33,233.95,232.02,232.5,78725769,HNXINDEX,HNX-Index
2024-01-10,232.39,233.44,230.91,231.41,89271360,HNXINDEX,HNX-Index
2024-01-11,231.43,233.46,231.18,232.71,82790600,HNXINDEX,HNX-Index
2024-01-12,232.59,232.69,229.2,230.31,98715754,HNXINDEX,HNX-Index
2024-01-15,230.31,231.3,227.47,227.55,62984052,HNXINDEX,HNX-Index
2024-01-16,227.02,229.5,226.54,229.5,53087412,HNXINDEX,HNX-Index
2024-01-17,229.5,231.32,228.58,229.5,75660609,HNXINDEX,HNX-Index
2024-01-18,229.35,230.52,228.95,229.93,48098247,HNXINDEX,HNX-Index
2024-01-19,229.93,231.47,229.35,229.48,60727393,HNXINDEX,HNX-Index
2024-01-22,229.48,230.6,228.19,229.77,64151245,HNXINDEX,HNX-Index
2024-01-23,229.65,230.31,228.93,229.26,62257738,HNXINDEX,HNX-Index
2024-01-24,229.26,229.93,226.66,228.53,56498013,HNXINDEX,HNX-Index
2024-01-25,228.53,229.41,228.01,228.52,42978712,HNXINDEX,HNX-Index
2024-01-26,228.49,229.89,228.45,229.43,60106994,HNXINDEX,HNX-Index
2024-01-29,229.46,230.22,229.02,229.05,52896337,HNXINDEX,HNX-Index
2024-01-30,229.04,230.82,228.89,230.66,58736414,HNXINDEX,HNX-Index
2024-01-31,230.66,231.9,229.05,229.18,96421143,HNXINDEX,HNX-Index
2024-02-01,229.18,231.02,228.91,230.57,53485253,HNXINDEX,HNX-Index
2024-02-02,230.57,231.92,230.19,230.56,76632575,HNXINDEX,HNX-Index
2024-02-05,230.56,231.03,229.86,230.28,70225268,HNXINDEX,HNX-Index
2024-02-06,228.21,231.47,228.12,230.63,85528318,HNXINDEX,HNX-Index
2024-02-07,230.52,231.63,230.42,231.04,62164417,HNXINDEX,HNX-Index
2024-02-15,231.54,233.39,230.96,232.75,59957492,HNXINDEX,HNX-Index
2024-02-16,232.65,234.32,230.2,233.04,67083187,HNXINDEX,HNX-Index
2024-02-19,233.04,234.04,232.23,233.37,83700830,HNXINDEX,HNX-Index
2024-02-20,231.88,234.53,230.38,233.5,96692642,HNXINDEX,HNX-Index
2024-02-21,233.5,234.59,232.48,233.84,64072319,HNXINDEX,HNX-Index
2024-02-22,232.84,235.05,231.35,234.01,81473671,HNXINDEX,HNX-Index
2024-02-23,233.79,234.79,230.69,231.08,121124199,HNXINDEX,HNX-Index
2024-02-26,231.47,232.86,230.24,232.86,79594753,HNXINDEX,HNX-Index
2024-02-27,232.86,235.38,232.25,235.38,92511618,HNXINDEX,HNX-Index
2024-02-28,235.39,236.52,234.07,235.16,91291080,HNXINDEX,HNX-Index
2024-02-29,235.16,236.35,233.78,235.46,96151134,HNXINDEX,HNX-Index
2024-03-01,235.45,236.66,235.33,236.43,104761087,HNXINDEX,HNX-Index
2024-03-04,236.6,238.86,235.7,237.38,104818945,HNXINDEX,HNX-Index
2024-03-05,237.37,238.02,234.88,237.35,81397296,HNXINDEX,HNX-Index
2024-03-06,236.93,237.93,233.96,235.45,106626461,HNXINDEX,HNX-Index
2024-03-07,233.51,237.66,233.39,237.37,144624630,HNXINDEX,HNX-Index
2024-03-08,237.38,239.0,235.81,236.32,128629380,HNXINDEX,HNX-Index
2024-03-11,236.24,237.12,233.11,233.84,92669238,HNXINDEX,HNX-Index
2024-03-12,233.85,234.87,233.45,234.03,76483084,HNXINDEX,HNX-Index
2024-03-13,234.14,238.22,232.0,238.2,107810121,HNXINDEX,HNX-Index
2024-03-14,237.85,241.01,237.85,239.68,163781012,HNXINDEX,HNX-Index
2024-03-15,239.42,241.07,237.95,239.54,107438074,HNXINDEX,HNX-Index
2024-03-18,239.31,241.14,232.77,236.68,182835591,HNXINDEX,HNX-Index
2024-03-19,236.68,238.39,235.35,236.16,82983950,HNXINDEX,HNX-Index
2024-03-20,236.17,238.03,235.28,238.03,76150798,HNXINDEX,HNX-Index
2024-03-21,238.03,241.22,237.51,241.14,163477693,HNXINDEX,HNX-Index
2024-03-22,241.21,243.59,240.54,241.68,120109210,HNXINDEX,HNX-Index
2024-03-25,241.68,243.75,239.75,240.81,128783367,HNXINDEX,HNX-Index
2024-03-26,240.47,242.03,237.91,242.03,83159375,HNXINDEX,HNX-Index
2024-03-27,242.05,243.89,241.61,242.85,78852821,HNXINDEX,HNX-Index
2024-03-28,242.83,244.34,242.69,243.92,84073426,HNXINDEX,HNX-Index
2024-03-29,243.93,244.43,242.58,242.58,76569922,HNXINDEX,HNX-Index
2024-04-01,242.53,243.38,240.79,242.9,97129515,HNXINDEX,HNX-Index
2024-04-02,242.32,245.91,241.19,245.9,121533051,HNXINDEX,HNX-Index
2024-04-03,245.9,246.85,243.36,243.96,120448255,HNXINDEX,HNX-Index
2024-04-04,243.97,244.16,241.51,242.44,99612330,HNXINDEX,HNX-Index
2024-04-05,242.33,242.72,239.68,239.68,127477177,HNXINDEX,HNX-Index
2024-04-08,239.68,240.29,238.08,238.08,79802058,HNXINDEX,HNX-Index
2024-04-09,238.08,240.36,237.74,240.36,79628669,HNXINDEX,HNX-Index
2024-04-10,240.36,240.94,238.5,238.79,56960295,HNXINDEX,HNX-Index
2024-04-11,238.39,239.36,236.9,239.07,75450066,HNXINDEX,HNX-Index
2024-04-12,239.07,241.34,238.51,241.34,75846620,HNXINDEX,HNX-Index
2024-04-15,241.34,242.24,229.71,229.71,163999049,HNXINDEX,HNX-Index
2024-04-16,229.71,230.18,224.42,228.83,135426678,HNXINDEX,HNX-Index
2024-04-17,228.83,230.1,225.8,226.2,79970971,HNXINDEX,HNX-Index
2024-04-19,225.11,226.2,218.88,220.8,127734425,HNXINDEX,HNX-Index
2024-04-22,221.48,225.84,221.05,225.31,75370567,HNXINDEX,HNX-Index
2024-04-23,224.41,225.64,221.12,222.63,68327490,HNXINDEX,HNX-Index
2024-04-24,222.63,228.04,219.45,227.87,80781811,HNXINDEX,HNX-Index
2024-04-25,227.94,228.1,225.84,227.57,55268515,HNXINDEX,HNX-Index
2024-04-26,227.57,228.11,225.88,226.82,60403269,HNXINDEX,HNX-Index
2024-05-02,226.83,227.51,225.67,227.49,47214937,HNXINDEX,HNX-Index
2024-05-03,227.44,229.17,227.22,228.22,55541890,HNXINDEX,HNX-Index
2024-05-06,228.23,232.32,228.23,232.29,79659136,HNXINDEX,HNX-Index
2024-05-07,232.33,232.98,231.57,232.96,69328648,HNXINDEX,HNX-Index
2024-05-08,230.84,234.87,230.84,234.52,100392842,HNXINDEX,HNX-Index
2024-05-09,234.46,236.33,234.15,234.58,81571506,HNXINDEX,HNX-Index
2024-05-10,234.53,235.86,233.02,235.68,89275813,HNXINDEX,HNX-Index
2024-05-13,235.68,237.18,234.82,236.36,77041783,HNXINDEX,HNX-Index
2024-05-14,236.42,238.04,236.08,236.95,83128641,HNXINDEX,HNX-Index
2024-05-15,237.08,239.62,237.06,238.78,114996547,HNXINDEX,HNX-Index
2024-05-16,238.78,241.16,238.86,240.02,99963106,HNXINDEX,HNX-Index
2024-05-17,240.02,241.55,240.0,241.54,99491573,HNXINDEX,HNX-Index
2024-05-20,241.54,244.7,241.54,242.57,100453397,HNXINDEX,HNX-Index
2024-05-21,241.48,243.29,238.55,243.29,107791610,HNXINDEX,HNX-Index
2024-05-22,241.11,246.23,240.99,245.15,135338634,HNXINDEX,HNX-Index
2024-05-23,245.02,246.92,244.19,246.91,102011429,HNXINDEX,HNX-Index
2024-05-24,246.95,246.95,238.9,241.72,146565266,HNXINDEX,HNX-Index
2024-05-27,239.66,243.12,239.65,242.83,64928567,HNXINDEX,HNX-Index
2024-05-28,242.83,245.64,241.37,245.58,77629942,HNXINDEX,HNX-Index
2024-05-29,245.24,247.18,243.41,244.15,94112678,HNXINDEX,HNX-Index
2024-05-30,243.74,244.22,239.96,244.01,137017204,HNXINDEX,HNX-Index
2024-05-31,244.01,244.57,242.62,243.09,74940314,HNXINDEX,HNX-Index
2024-06-03,242.82,245.09,242.82,244.72,99254463,HNXINDEX,HNX-Index
2024-06-04,244.67,245.81,243.96,244.32,82148713,HNXINDEX,HNX-Index
2024-06-05,244.33,246.02,244.09,244.49,88769338,HNXINDEX,HNX-Index
2024-06-06,244.03,245.53,243.26,244.18,63437175,HNXINDEX,HNX-Index
2024-06-07,244.18,245.49,243.95,244.99,75953229,HNXINDEX,HNX-Index
2024-06-10,244.01,246.53,243.64,245.58,77759549,HNXINDEX,HNX-Index
2024-06-11,245.58,247.07,244.18,246.41,87048604,HNXINDEX,HNX-Index
2024-06-12,245.03,248.31,244.56,248.31,76753607,HNXINDEX,HNX-Index
2024-06-13,246.71,249.53,246.65,248.36,73776132,HNXINDEX,HNX-Index
2024-06-14,248.36,249.07,243.97,243.97,105968295,HNXINDEX,HNX-Index
2024-06-17,243.95,245.3,242.57,243.16,68275105,HNXINDEX,HNX-Index
2024-06-18,241.1,244.71,241.1,244.43,52019821,HNXINDEX,HNX-Index
2024-06-19,244.38,245.02,242.6,243.57,58024953,HNXINDEX,HNX-Index
2024-06-20,243.34,245.01,241.94,243.97,66719236,HNXINDEX,HNX-Index
2024-06-21,243.85,245.32,243.62,244.36,71306986,HNXINDEX,HNX-Index
2024-06-24,242.3,245.36,238.16,239.74,110018462,HNXINDEX,HNX-Index
2024-06-25,239.34,240.79,236.75,240.19,46091425,HNXINDEX,HNX-Index
2024-06-26,239.45,240.47,237.78,239.68,48001957,HNXINDEX,HNX-Index
2024-06-27,238.99,240.11,238.07,240.07,46697606,HNXINDEX,HNX-Index
2024-06-28,240.05,240.27,236.51,237.59,66479458,HNXINDEX,HNX-Index
2024-07-01,237.36,238.57,235.88,238.56,48004347,HNXINDEX,HNX-Index
2024-07-02,238.22,240.92,237.74,240.8,40100732,HNXINDEX,HNX-Index
2024-07-03,240.53,241.9,237.53,241.43,42675195,HNXINDEX,HNX-Index
2024-07-04,241.43,242.78,241.02,241.88,45092670,HNXINDEX,HNX-Index
2024-07-05,242.02,242.44,240.32,242.31,58097897,HNXINDEX,HNX-Index
2024-07-08,242.19,243.86,241.79,243.15,60836806,HNXINDEX,HNX-Index
2024-07-09,243.04,245.83,242.87,245.66,66816407,HNXINDEX,HNX-Index
2024-07-10,244.29,246.45,244.06,244.54,57530677,HNXINDEX,HNX-Index
2024-07-11,242.59,246.54,242.59,245.39,62623969,HNXINDEX,HNX-Index
2024-07-12,245.34,246.16,243.94,245.02,51269158,HNXINDEX,HNX-Index
2024-07-15,244.22,245.86,243.24,244.84,50526874,HNXINDEX,HNX-Index
2024-07-16,244.1,246.37,241.12,244.91,59001076,HNXINDEX,HNX-Index
2024-07-17,244.91,246.22,238.37,240.9,87886370,HNXINDEX,HNX-Index
2024-07-18,240.9,242.49,239.02,242.49,50148943,HNXINDEX,HNX-Index
2024-07-19,242.48,242.79,239.35,240.52,63475664,HNXINDEX,HNX-Index
2024-07-22,240.52,240.75,236.17,238.38,80401224,HNXINDEX,HNX-Index
2024-07-23,238.38,239.03,234.59,234.6,50835844,HNXINDEX,HNX-Index
2024-07-24,234.37,236.17,231.48,236.17,57676814,HNXINDEX,HNX-Index
2024-07-25,236.23,236.34,234.04,235.25,34613630,HNXINDEX,HNX-Index
2024-07-26,234.53,236.66,234.2,236.66,32810408,HNXINDEX,HNX-Index
2024-07-29,236.66,238.49,236.64,237.52,44597276,HNXINDEX,HNX-Index
2024-07-30,237.28,238.14,234.53,235.87,54400593,HNXINDEX,HNX-Index
2024-07-31,235.87,236.9,234.06,235.36,45932823,HNXINDEX,HNX-Index
2024-08-01,235.22,236.06,227.99,229.23,95970296,HNXINDEX,HNX-Index
2024-08-02,228.77,231.65,226.17,231.56,56936115,HNXINDEX,HNX-Index
2024-08-05,231.56,231.56,221.33,222.71,83037365,HNXINDEX,HNX-Index
2024-08-06,222.71,226.54,221.59,226.46,57677975,HNXINDEX,HNX-Index
2024-08-07,225.96,228.05,224.99,227.95,38792323,HNXINDEX,HNX-Index
2024-08-08,226.47,229.26,225.99,226.73,51461827,HNXINDEX,HNX-Index
2024-08-09,226.73,229.41,226.26,229.38,50277555,HNXINDEX,HNX-Index
2024-08-12,228.02,230.77,228.0,230.77,39613950,HNXINDEX,HNX-Index
2024-08-13,230.53,231.16,228.71,230.18,42403225,HNXINDEX,HNX-Index
2024-08-14,229.04,231.65,228.22,229.68,38200972,HNXINDEX,HNX-Index
2024-08-15,229.67,229.93,227.08,228.54,36063917,HNXINDEX,HNX-Index
2024-08-16,227.2,235.18,226.68,235.15,87012374,HNXINDEX,HNX-Index
2024-08-19,234.84,236.65,233.55,236.01,53009610,HNXINDEX,HNX-Index
2024-08-20,235.83,237.96,233.89,237.31,68251593,HNXINDEX,HNX-Index
2024-08-21,236.41,238.42,236.38,238.42,57254117,HNXINDEX,HNX-Index
2024-08-22,237.46,239.0,235.63,238.47,59097537,HNXINDEX,HNX-Index
2024-08-23,240.29,240.29,237.01,240.07,64974231,HNXINDEX,HNX-Index
2024-08-26,240.3,241.8,238.83,238.97,55577743,HNXINDEX,HNX-Index
2024-08-27,238.02,239.53,235.88,238.91,44691591,HNXINDEX,HNX-Index
2024-08-28,237.5,239.24,236.67,238.23,54135253,HNXINDEX,HNX-Index
2024-08-29,237.93,238.74,234.52,237.88,33632803,HNXINDEX,HNX-Index
2024-08-30,237.87,238.43,236.68,237.56,48506467,HNXINDEX,HNX-Index
2024-09-04,237.58,237.58,235.09,236.14,48656715,HNXINDEX,HNX-Index
2024-09-05,236.14,237.1,234.08,234.96,43057650,HNXINDEX,HNX-Index
2024-09-06,234.95,235.06,232.25,234.65,43796661,HNXINDEX,HNX-Index
2024-09-09,234.49,234.76,232.45,233.46,52142957,HNXINDEX,HNX-Index
2024-09-10,232.56,234.5,230.85,231.69,51514567,HNXINDEX,HNX-Index
2024-09-11,231.6,231.92,229.78,231.45,38646731,HNXINDEX,HNX-Index
2024-09-12,231.11,232.83,229.41,231.9,34421800,HNXINDEX,HNX-Index
2024-09-13,231.01,232.61,228.84,232.42,43496053,HNXINDEX,HNX-Index
2024-09-16,232.42,232.97,230.15,230.84,39527712,HNXINDEX,HNX-Index
2024-09-17,229.59,232.4,229.05,232.3,45079450,HNXINDEX,HNX-Index
2024-09-18,232.3,233.67,229.66,232.95,57319132,HNXINDEX,HNX-Index
2024-09-19,230.98,233.78,229.27,233.77,42502545,HNXINDEX,HNX-Index
2024-09-20,233.77,235.7,233.13,234.3,57161298,HNXINDEX,HNX-Index
2024-09-23,234.31,234.74,233.13,233.38,41417374,HNXINDEX,HNX-Index
2024-09-24,233.41,234.34,232.76,234.32,40381276,HNXINDEX,HNX-Index
2024-09-25,232.61,236.17,231.77,235.84,71752535,HNXINDEX,HNX-Index
2024-09-26,235.49,236.42,234.04,235.92,51370360,HNXINDEX,HNX-Index
2024-09-27,236.05,237.18,235.23,235.71,64795288,HNXINDEX,HNX-Index
2024-09-30,235.66,236.02,234.33,234.91,52700844,HNXINDEX,HNX-Index
2024-10-01,234.91,237.45,234.53,236.05,78482373,HNXINDEX,HNX-Index
2024-10-02,236.05,236.19,234.29,235.05,53687015,HNXINDEX,HNX-Index
2024-10-03,235.04,235.82,232.44,233.35,70103338,HNXINDEX,HNX-Index
2024-10-04,233.35,234.03,232.56,232.67,52111457,HNXINDEX,HNX-Index
2024-10-07,232.66,233.9,230.92,232.47,40559927,HNXINDEX,HNX-Index
2024-10-08,231.62,233.23,229.46,231.52,65404753,HNXINDEX,HNX-Index
2024-10-09,231.53,232.33,230.52,231.77,41799881,HNXINDEX,HNX-Index
2024-10-10,231.17,232.87,229.16,231.29,43553922,HNXINDEX,HNX-Index
2024-10-11,231.29,231.77,230.75,231.37,40088063,HNXINDEX,HNX-Index
2024-10-14,231.24,232.45,230.38,230.72,38446348,HNXINDEX,HNX-Index
2024-10-15,230.72,231.47,228.45,228.95,51001436,HNXINDEX,HNX-Index
2024-10-16,228.83,229.37,227.84,228.26,33581332,HNXINDEX,HNX-Index
2024-10-17,226.89,230.12,226.55,230.12,50186983,HNXINDEX,HNX-Index
2024-10-18,228.41,230.69,227.04,229.21,34823586,HNXINDEX,HNX-Index
2024-10-21,228.49,229.37,227.24,227.43,42209579,HNXINDEX,HNX-Index
2024-10-22,227.25,227.84,224.82,225.5,52875252,HNXINDEX,HNX-Index
2024-10-23,225.2,226.51,224.71,226.5,40113217,HNXINDEX,HNX-Index
2024-10-24,225.61,227.04,224.13,224.69,34644687,HNXINDEX,HNX-Index
2024-10-25,224.69,225.48,224.12,224.63,36318726,HNXINDEX,HNX-Index
2024-10-28,223.94,225.21,222.73,224.59,35431585,HNXINDEX,HNX-Index
2024-10-29,224.59,226.06,224.25,225.56,37164309,HNXINDEX,HNX-Index
2024-10-30,225.22,226.57,224.63,225.88,40564851,HNXINDEX,HNX-Index
2024-10-31,225.99,226.81,224.62,226.36,36067438,HNXINDEX,HNX-Index
2024-11-01,226.35,226.39,224.56,225.41,38306566,HNXINDEX,HNX-Index
2024-11-04,225.41,225.43,223.4,224.45,36175726,HNXINDEX,HNX-Index
2024-11-05,224.37,224.98,224.18,224.86,26691795,HNXINDEX,HNX-Index
2024-11-06,223.71,227.87,223.71,227.76,41241167,HNXINDEX,HNX-Index
2024-11-07,226.92,228.72,226.92,227.49,40641648,HNXINDEX,HNX-Index
2024-11-08,227.46,228.13,226.35,226.88,44662215,HNXINDEX,HNX-Index
2024-11-11,226.77,227.26,225.89,226.86,49638133,HNXINDEX,HNX-Index
2024-11-12,226.86,228.13,225.88,226.69,38563488,HNXINDEX,HNX-Index
2024-11-13,226.69,226.69,224.49,226.21,41396142,HNXINDEX,HNX-Index
2024-11-14,226.11,226.71,223.67,223.82,45319323,HNXINDEX,HNX-Index
2024-11-15,223.82,224.03,220.72,221.53,61150084,HNXINDEX,HNX-Index
2024-11-18,220.39,222.05,219.15,221.79,53083313,HNXINDEX,HNX-Index
2024-11-19,221.67,222.35,219.41,219.68,32374039,HNXINDEX,HNX-Index
2024-11-20,219.19,222.4,216.77,221.29,51872887,HNXINDEX,HNX-Index
2024-11-21,220.97,222.03,219.61,221.76,25559902,HNXINDEX,HNX-Index
2024-11-22,221.65,222.25,220.65,221.29,44214782,HNXINDEX,HNX-Index
2024-11-25,221.29,222.53,220.17,222.25,34749012,HNXINDEX,HNX-Index
2024-11-26,222.14,224.18,221.33,223.7,43814524,HNXINDEX,HNX-Index
2024-11-27,223.46,224.09,220.13,223.09,30860971,HNXINDEX,HNX-Index
2024-11-28,221.6,224.56,221.6,223.57,31578195,HNXINDEX,HNX-Index
2024-11-29,223.2,224.65,223.2,224.64,43123708,HNXINDEX,HNX-Index
2024-12-02,225.67,226.3,224.54,225.32,33635858,HNXINDEX,HNX-Index
2024-12-03,225.32,226.33,224.89,225.29,44691178,HNXINDEX,HNX-Index
2024-12-04,225.22,225.99,224.15,224.62,48110884,HNXINDEX,HNX-Index
2024-12-05,223.73,229.6,223.45,229.6,84507927,HNXINDEX,HNX-Index
2024-12-06,229.6,230.99,228.65,228.93,62305731,HNXINDEX,HNX-Index
2024-12-09,228.82,230.13,228.48,229.21,49151399,HNXINDEX,HNX-Index
2024-12-10,229.07,230.19,228.76,229.24,45313390,HNXINDEX,HNX-Index
2024-12-11,228.81,229.92,227.59,228.18,44657918,HNXINDEX,HNX-Index
2024-12-12,227.99,228.94,226.92,227.99,46414417,HNXINDEX,HNX-Index
2024-12-13,228.0,228.2,226.36,227.0,39510756,HNXINDEX,HNX-Index
2024-12-16,226.84,227.78,225.86,227.04,35641154,HNXINDEX,HNX-Index
2024-12-17,227.04,227.48,226.54,226.89,28459145,HNXINDEX,HNX-Index
2024-12-18,226.55,227.53,226.13,227.43,39130702,HNXINDEX,HNX-Index
2024-12-19,227.36,227.54,225.49,227.54,58896047,HNXINDEX,HNX-Index
2024-12-20,227.53,227.96,226.85,227.07,45978076,HNXINDEX,HNX-Index
2024-12-23,226.43,228.59,226.37,228.51,52996034,HNXINDEX,HNX-Index
2024-12-24,228.13,228.86,226.56,228.36,51569141,HNXINDEX,HNX-Index
2024-12-25,227.53,230.9,225.52,229.81,67043286,HNXINDEX,HNX-Index
2024-12-26,229.75,230.87,228.96,229.9,40701008,HNXINDEX,HNX-Index
2024-12-27,230.03,230.5,228.55,229.13,46998270,HNXINDEX,HNX-Index
2024-12-30,228.88,229.34,227.13,228.14,35093329,HNXINDEX,HNX-Index
2024-12-31,228.03,228.34,226.43,227.43,36384574,HNXINDEX,HNX-Index
2025-01-02,227.24,228.19,225.5,227.69,31040075,HNXINDEX,HNX-Index
2025-01-03,227.7,228.17,225.27,225.66,52617031,HNXINDEX,HNX-Index
2025-01-06,225.08,226.15,222.35,222.95,51739747,HNXINDEX,HNX-Index
2025-01-07,222.69,223.69,220.46,220.98,42432852,HNXINDEX,HNX-Index
2025-01-08,220.98,222.0,219.68,221.87,37184225,HNXINDEX,HNX-Index
2025-01-09,220.74,222.71,218.82,221.94,34064905,HNXINDEX,HNX-Index
2025-01-10,221.71,222.58,219.4,219.49,48154622,HNXINDEX,HNX-Index
2025-01-13,218.58,219.86,217.83,219.62,43794340,HNXINDEX,HNX-Index
2025-01-14,219.5,220.46,217.54,218.27,30584083,HNXINDEX,HNX-Index
2025-01-15,217.57,219.8,216.24,219.55,43231137,HNXINDEX,HNX-Index
2025-01-16,218.97,222.24,215.6,220.84,39843783,HNXINDEX,HNX-Index
2025-01-17,220.84,222.48,219.24,222.48,40039444,HNXINDEX,HNX-Index
2025-01-20,222.26,223.23,220.66,221.69,40241665,HNXINDEX,HNX-Index
2025-01-21,219.91,222.91,217.58,221.68,45353095,HNXINDEX,HNX-Index
2025-01-22,221.68,222.42,220.4,220.67,39246566,HNXINDEX,HNX-Index
2025-01-23,220.1,222.67,219.98,222.67,37864124,HNXINDEX,HNX-Index
2025-01-24,221.87,223.11,219.74,223.01,36848793,HNXINDEX,HNX-Index
2025-02-03,223.01,223.91,222.29,223.49,42894153,HNXINDEX,HNX-Index
2025-02-04,223.29,226.61,219.7,226.61,60314916,HNXINDEX,HNX-Index
2025-02-05,226.0,228.46,223.31,227.98,48123171,HNXINDEX,HNX-Index
2025-02-06,226.5,229.62,225.61,229.13,44658191,HNXINDEX,HNX-Index
2025-02-07,229.04,230.2,228.93,229.49,56531193,HNXINDEX,HNX-Index
2025-02-10,229.51,229.6,227.94,227.97,61825883,HNXINDEX,HNX-Index
2025-02-11,228.0,229.08,226.93,228.87,57319177,HNXINDEX,HNX-Index
2025-02-12,228.06,229.81,226.12,229.32,46054114,HNXINDEX,HNX-Index
2025-02-13,228.51,229.93,227.59,229.52,40155070,HNXINDEX,HNX-Index
2025-02-14,228.7,232.91,228.7,231.22,68645862,HNXINDEX,HNX-Index
2025-02-17,231.15,233.76,230.79,233.19,68313617,HNXINDEX,HNX-Index
2025-02-18,232.99,236.07,232.78,235.84,72061555,HNXINDEX,HNX-Index
2025-02-19,234.95,237.9,234.23,237.79,72681908,HNXINDEX,HNX-Index
2025-02-20,236.84,239.3,236.84,238.02,62461991,HNXINDEX,HNX-Index
2025-02-21,238.02,238.84,236.54,237.57,66960037,HNXINDEX,HNX-Index
2025-02-24,235.97,238.54,235.76,238.49,60178906,HNXINDEX,HNX-Index
2025-02-25,237.0,240.13,235.23,238.31,73602370,HNXINDEX,HNX-Index
2025-02-26,238.19,239.59,237.89,238.6,64348696,HNXINDEX,HNX-Index
2025-02-27,238.6,239.77,236.84,239.39,70202016,HNXINDEX,HNX-Index
2025-02-28,239.39,240.56,238.42,239.19,62451416,HNXINDEX,HNX-Index
2025-03-03,239.08,239.62,238.04,238.34,75406558,HNXINDEX,HNX-Index
2025-03-04,238.34,238.39,235.44,237.35,58726078,HNXINDEX,HNX-Index
2025-03-05,236.47,238.48,235.39,235.41,51788161,HNXINDEX,HNX-Index
2025-03-06,235.28,238.01,234.87,238.01,73086785,HNXINDEX,HNX-Index
2025-03-07,237.13,239.28,237.13,238.41,74756457,HNXINDEX,HNX-Index
2025-03-10,238.41,240.81,238.32,239.5,56390955,HNXINDEX,HNX-Index
2025-03-11,238.96,240.58,237.11,240.58,55591077,HNXINDEX,HNX-Index
2025-03-12,240.69,242.46,240.47,241.87,69918512,HNXINDEX,HNX-Index
2025-03-13,240.16,244.77,239.46,241.31,62047849,HNXINDEX,HNX-Index
2025-03-14,240.8,244.22,239.44,242.73,72989796,HNXINDEX,HNX-Index
2025-03-17,242.82,246.98,242.37,246.77,56581490,HNXINDEX,HNX-Index
2025-03-18,246.77,250.38,246.66,247.03,47849311,HNXINDEX,HNX-Index
2025-03-19,247.01,247.97,243.45,245.28,45128401,HNXINDEX,HNX-Index
2025-03-20,245.24,247.17,244.14,245.77,66079290,HNXINDEX,HNX-Index
2025-03-21,244.17,246.8,243.36,245.82,43406741,HNXINDEX,HNX-Index
2025-03-24,245.82,246.49,243.79,246.0,50022148,HNXINDEX,HNX-Index
2025-03-25,245.21,247.32,242.21,244.56,53141921,HNXINDEX,HNX-Index
2025-03-26,244.29,245.3,240.66,241.33,53858208,HNXINDEX,HNX-Index
2025-03-27,241.27,241.71,238.48,239.54,46037178,HNXINDEX,HNX-Index
2025-03-28,239.4,240.45,237.14,238.2,54678974,HNXINDEX,HNX-Index
2025-03-31,238.11,238.11,234.37,235.06,50668074,HNXINDEX,HNX-Index
2025-04-01,235.01,236.5,233.2,236.42,46287808,HNXINDEX,HNX-Index
2025-04-02,236.43,238.57,236.05,238.13,49264256,HNXINDEX,HNX-Index
2025-04-03,237.59,237.59,219.13,220.95,145329341,HNXINDEX,HNX-Index
2025-04-04,220.74,220.95,206.09,216.97,128716092,HNXINDEX,HNX-Index
2025-04-08,216.97,216.97,200.4,201.04,84218834,HNXINDEX,HNX-Index
2025-04-09,200.97,200.97,190.83,192.58,119324195,HNXINDEX,HNX-Index
